Name,adj_name,2021-22,2022-23,2023-24,2024-25,2025-26,2026-27
LaMarcus Aldridge,LaMarcus Aldridge,2641691,0,0,0,0,0
James Johnson,James Johnson,2641691,0,0,0,0,0
Paul Millsap,Paul Millsap,2641691,0,0,0,0,0
Ed Davis,Ed Davis,2641691,0,0,0,0,0
Andre Iguodala,Andre Iguodala,2641691,0,0,0,0,0
Carmelo Anthony,Carmelo Anthony,2641691,0,0,0,0,0
Trevor Ariza,Trevor Ariza,2641691,0,0,0,0,0
Avery Bradley,Avery Bradley,2641691,0,0,0,0,0
Wayne Ellington,Wayne Ellington,2641691,0,0,0,0,0
Dwight Howard,Dwight Howard,2641691,0,0,0,0,0
Udonis Haslem,Udonis Haslem,2641691,0,0,0,0,0
Markieff Morris,Markieff Morris,2641691,0,0,0,0,0
ETwaun Moore,ETwaun Moore,2641691,0,0,0,0,0
Grant Williams,Grant Williams,2617800,4306281,6235494,0,0,0
Tyrese Maxey,Tyrese Maxey,2602920,2726880,4343920,6259588,0,0
Keon Johnson,Keon Johnson,2553240,2681040,2808720,4474291,0,0
Darius Bazley,Darius Bazley,2513040,4264628,6205035,0,0,0
Trey Lyles,Trey Lyles,2500000,2625000,0,0,0,0
Zeke Nnaji,Zeke Nnaji,2498760,2617800,4306281,6235495,0,0
Isaiah Jackson,Isaiah Jackson,2451240,2573760,2696280,4435380,0,0
Ty Jerome,Ty Jerome,2412840,4220057,6169723,0,0,0
Austin Rivers,Austin Rivers,2401537,0,0,0,0,0
Kent Bazemore,Kent Bazemore,2401537,0,0,0,0,0
Andre Drummond,Andre Drummond,2401537,0,0,0,0,0
Hassan Whiteside,Hassan Whiteside,2401537,0,0,0,0,0
Otto Porter,Otto Porter Jr,2389641,0,0,0,0,0
Victor Oladipo,Victor Oladipo,2389641,0,0,0,0,0
Solomon Hill,Solomon Hill,2389641,0,0,0,0,0
Ben McLemore,Ben McLemore,2389641,0,0,0,0,0
Tony Snell,Tony Snell,2389641,0,0,0,0,0
Cody Zeller,Cody Zeller,2389641,0,0,0,0,0
Usman Garuba,Usman Garuba,2353320,2471160,2588400,4392515,0,0
Leandro Bolmaro,Leandro Bolmaro,2353320,2471160,2588400,4392515,0,0
Willy Hernangomez,Willy Hernangomez,2327220,2443581,2559942,0,0,0
Edmond Sumner,Edmond Sumner,2320000,0,0,0,0,0
Nassir Little,Nassir Little,2316240,4171548,6128004,0,0,0
RJ Hampton,RJ Hampton,2303040,2412840,4220057,6169723,0,0
Josh Christopher,Josh Christopher,2259240,2372160,2485200,4346615,0,0
Monta Ellis,Monta Ellis,2245400,0,0,0,0,0
Rodney Hood,Rodney Hood,2239544,0,0,0,0,0
Elfrid Payton,Elfrid Payton,2239544,0,0,0,0,0
Dylan Windler,Dylan Windler,2239200,4037277,5959021,0,0,0
Immanuel Quickley,Immanuel Quickley,2210640,2316240,4171548,6128004,0,0
John Konchar,John Konchar,2200000,2300000,2400000,0,0,0
Quentin Grimes,Quentin Grimes,2168640,2277000,2385720,4296682,0,0
Jordan Poole,Jordan Poole,2161440,3901399,5813084,0,0,0
Bol Bol,Bol Bol,2161152,0,0,0,0,0
Keldon Johnson,Keldon Johnson,2145720,3873024,5809536,0,0,0
Payton Pritchard,Payton Pritchard,2137440,2239200,4037277,5959021,0,0
Jahlil Okafor,Jahlil Okafor,2130023,0,0,0,0,0
Bones Hyland,Bones Hyland,2096880,2201520,2306400,4158439,0,0
Nemanja Bjelica,Nemanja Bjelica,2089448,0,0,0,0,0
Frank Kaminsky,Frank Kaminsky,2089448,0,0,0,0,0
Raul Neto,Raul Neto,2089448,0,0,0,0,0
Udoka Azubuike,Udoka Azubuike,2075880,2174880,3923483,5818526,0,0
Jaden McDaniels,Jaden McDaniels,2063280,2161440,3901399,5813084,0,0
Malachi Flynn,Malachi Flynn,2048040,2145720,3873024,5809537,0,0
Cam Thomas,Cam Thomas,2036280,2138160,2240160,4041249,0,0
Desmond Bane,Desmond Bane,2033160,2130240,3845083,5767625,0,0
Jaden Springer,Jaden Springer,2023680,2125200,2226240,4018363,0,0
DayRon Sharpe,DayRon Sharpe,2009160,2109480,2210040,3989122,0,0
Jordan McLaughlin,Jordan McLaughlin,2000000,2160000,2320000,0,0,0
Jeremiah Robinson-Earl,Jeremiah Robinson-Earl,2000000,2000000,1900000,1988598,0,0
Kenrich Williams,Kenrich Williams,2000000,2000000,0,0,0,0
Theo Maledon,Theo Maledon,2000000,1900000,1930681,0,0,0
Abdel Nader,Abdel Nader,2000000,2160000,0,0,0,0
Santiago Aldama,Santi Aldama,1994520,2094120,2194200,3960531,0,0
Damian Jones,Damian Jones,1977011,0,0,0,0,0
Wesley Matthews,Wesley Matthews,1958495,0,0,0,0,0
Timothe Luwawu,Timothe Luwawu-Cabarrot,1939350,0,0,0,0,0
Rodney McGruder,Rodney McGruder,1939350,0,0,0,0,0
Wesley Iwundu,Wesley Iwundu,1926834,0,0,0,0,0
PJ Dozier,PJ Dozier,1910860,0,0,0,0,0
Damion Lee,Damion Lee,1910860,0,0,0,0,0
Tyrell Terry,Tyrell Terry,1869438,1782621,0,0,0,0
Larry Sanders,Larry Sanders,1865546,0,0,0,0,0
Shake Milton,Shake Milton,1846738,1997718,0,0,0,0
Jalen Brunson,Jalen Brunson,1802057,0,0,0,0,0
Mitchell Robinson,Mitchell Robinson,1802057,0,0,0,0,0
Tony Bradley,Tony Bradley,1789256,2036318,0,0,0,0
Frank Ntilikina,Frank Ntilikina,1789256,2036318,0,0,0,0
Malik Monk,Malik Monk,1789256,0,0,0,0,0
Semi Ojeleye,Semi Ojeleye,1789256,0,0,0,0,0
Dennis Smith,Dennis Smith Jr,1789256,0,0,0,0,0
Didi Louzada,Didi Louzada,1786878,1876222,1965566,2057646,0,0
Kevin Porter,Kevin Porter Jr,1782621,3217631,4826446,0,0,0
Jalen McDaniels,Jalen McDaniels,1782621,1930681,0,0,0,0
Terance Mann,Terance Mann,1782621,1930681,10576923,11423077,0,0
Jaylen Nowell,Jaylen Nowell,1782621,1930681,0,0,0,0
Naz Reid,Naz Reid,1782621,1930681,0,0,0,0
Isaiah Roby,Isaiah Roby,1782621,1930681,0,0,0,0
Daniel Gafford,Daniel Gafford,1782621,1930681,12402000,13394160,0,0
Bruno Fernando,Bruno Fernando,1782621,0,0,0,0,0
Nicolas Claxton,Nic Claxton,1782621,0,0,0,0,0
Cody Martin,Cody Martin,1782621,0,0,0,0,0
Dean Wade,Dean Wade,1782621,1930681,0,0,0,0
Vlatko Cancar,Vlatko Cancar,1782621,0,0,0,0,0
Carsen Edwards,Carsen Edwards,1782621,0,0,0,0,0
KZ Okpala,KZ Okpala,1782621,0,0,0,0,0
Luguentz Dort,Luguentz Dort,1782621,1930681,0,0,0,0
Eric Paschall,Eric Paschall,1782621,0,0,0,0,0
Drew Eubanks,Drew Eubanks,1762796,1910860,0,0,0,0
Chimezie Metu,Chimezie Metu,1762796,1910860,0,0,0,0
Yuta Watanabe,Yuta Watanabe,1762796,0,0,0,0,0
Thanasis Antetokounmpo,Thanasis Antetokounmpo,1729217,1878720,0,0,0,0
Keita Bates-Diop,Keita Bates-Diop,1729217,1878720,0,0,0,0
Sviatoslav Mykhailiuk,Svi Mykhailiuk,1729217,1878720,0,0,0,0
Isaiah Hartenstein,Isaiah Hartenstein,1729217,0,0,0,0,0
Moritz Wagner,Moritz Wagner,1729217,1878720,0,0,0,0
Isaac Bonga,Isaac Bonga,1729217,0,0,0,0,0
Moses Brown,Moses Brown,1701593,1846738,1997718,0,0,0
Juan Toscano-Anderson,Juan Toscano-Anderson,1701593,0,0,0,0,0
Oshae Brissett,Oshae Brissett,1701593,1846738,0,0,0,0
Herb Jones,Herbert Jones,1700000,1785000,1836096,0,0,0
Gabriel Deck,Gabriel Deck,1690507,0,0,0,0,0
Javonte Green,Javonte Green,1669178,1815677,0,0,0,0
Max Strus,Max Strus,1669178,1815677,0,0,0,0
Gabe Vincent,Gabe Vincent,1669178,1815677,0,0,0,0
Kevin Pangos,Kevin Pangos,1669178,1752637,0,0,0,0
DeAndre Bembry,DeAndre Bembry,1669178,0,0,0,0,0
Matt Thomas,Matt Thomas,1669178,0,0,0,0,0
Gary Payton II,Gary Payton II,1669178,0,0,0,0,0
Deividas Sirvydis,Deividas Sirvydis,1603559,0,0,0,0,0
Daniel Oturu,Daniel Oturu,1603559,0,0,0,0,0
Bismack Biyombo,Bismack Biyombo,1518213,0,0,0,0,0
Vernon Carey,Vernon Carey Jr,1517981,1782621,1930681,0,0,0
Nick Richards,Nick Richards,1517981,1782621,0,0,0,0
Lamar Stevens,Lamar Stevens,1517981,1782621,1930681,0,0,0
KJ Martin,Kenyon Martin Jr,1517981,1782621,1930681,0,0,0
Xavier Tillman,Xavier Tillman,1517981,1782621,1930681,0,0,0
Naji Marshall,Naji Marshall,1517981,1782621,1930681,0,0,0
Isaiah Joe,Isaiah Joe,1517981,1782621,0,0,0,0
Paul Reed,Paul Reed,1517981,1782621,0,0,0,0
Robert Woodard,Robert Woodard II,1517981,1782621,1930681,0,0,0
Tre Jones,Tre Jones,1517981,1782621,0,0,0,0
JaeSean Tate,JaeSean Tate,1517981,1782621,0,0,0,0
Sam Merrill,Sam Merrill,1517981,0,0,0,0,0
Jordan Nwora,Jordan Nwora,1517981,0,0,0,0,0
CJ Elleby,CJ Elleby,1517981,0,0,0,0,0
Jahmius Ramsey,Jahmius Ramsey,1517981,1782621,0,0,0,0
Elijah Hughes,Elijah Hughes,1517981,0,0,0,0,0
Anthony Gill,Anthony Gill,1517981,0,0,0,0,0
Isaiah Todd,Isaiah Todd,1500000,1563518,1836096,1988598,0,0
Saben Lee,Saben Lee,1489065,1752638,1902137,0,0,0
Armoni Brooks,Armoni Brooks,1489065,1752638,1902137,2057646,0,0
Omer Yurtseven,Omer Yurtseven,1489065,1752638,0,0,0,0
JR Smith,JR Smith,1456667,0,0,0,0,0
Stanley Johnson,Stanley Johnson,1368998,2351521,0,0,0,0
Alfonzo McKinnie,Alfonzo McKinnie,1295669,0,0,0,0,0
Marquese Chriss,Marquese Chriss,1292900,2193920,0,0,0,0
JT Thor,JT Thor,1250000,1563518,1836096,1988598,0,0
Garrison Mathews,Garrison Mathews,1247809,1815677,1968182,2230253,0,0
DeMarre Carroll,DeMarre Carroll,1242340,0,0,0,0,0
DeMarcus Cousins,DeMarcus Cousins,1203925,0,0,0,0,0
Jabari Parker,Jabari Parker,1068288,0,0,0,0,0
Zhaire Smith,Zhaire Smith,1068200,1068200,0,0,0,0
Jason Preston,Jason Preston,1062303,1563518,1836096,2295120,0,0
Isaiah Livers,Isaiah Livers,1057260,1563518,1836096,0,0,0
Killian Tillie,Killian Tillie,1052534,1752638,0,0,0,0
Guerschon Yabusele,Guerschon Yabusele,1039080,0,0,0,0,0
Kyle Singler,Kyle Singler,999200,999200,0,0,0,0
Denzel Valentine,Denzel Valentine,983340,0,0,0,0,0
BJ Boston,Brandon Boston Jr,925258,1563518,1836096,2295120,0,0
Austin Reaves,Austin Reaves,925258,1563518,0,0,0,0
Miles McBride,Miles McBride,925258,1563518,1836096,0,0,0
Vit Krejci,Vit Krejci,925258,1563518,1836096,1988598,0,0
Charles Bassey,Charles Bassey,925258,1563518,1836096,0,0,0
Greg Brown,Greg Brown III,925258,1563518,1836096,0,0,0
Jock Landale,Jock Landale,925258,1563518,0,0,0,0
Jared Butler,Jared Butler,925258,1563518,0,0,0,0
Ayo Dosunmu,Ayo Dosunmu,925258,1563518,0,0,0,0
Marko Simonovic,Marko Simonovic,925258,1563518,1836096,0,0,0
Luka Garza,Luka Garza,925258,1563518,0,0,0,0
Dalano Banton,Dalano Banton,925258,1563518,0,0,0,0
Miye Oni,Miye Oni,850331,0,0,0,0,0
Brad Wanamaker,Brad Wanamaker,814918,0,0,0,0,0
Wayne Selden,Wayne Selden,812363,0,0,0,0,0
Gary Clark,Gary Clark,811213,1576305,0,0,0,0
Alize Johnson,Alize Johnson,804980,0,0,0,0,0
Kelan Martin,Kelan Martin,801900,0,0,0,0,0
Patrick Patterson,Patrick Patterson,737067,0,0,0,0,0
Admiral Schofield,Admiral Schofield,723741,1576305,0,0,0,0
Ishmail Wainright,Ish Wainright,707311,1701305,0,0,0,0
Lance Stephenson,Lance Stephenson,690095,0,0,0,0,0
Shaun Livingston,Shaun Livingston,666666,0,0,0,0,0
Keifer Sykes,Keifer Sykes,558345,1563518,0,0,0,0
Davon Reed,Davon Reed,532398,1576305,0,0,0,0
Chris Silva,Chris Silva,479650,0,0,0,0,0
Sharife Cooper,Sharife Cooper,462629,1576305,0,0,0,0
Skylar Mays,Skylar Mays,462629,1576305,0,0,0,0
Sam Hauser,Sam Hauser,462629,1576305,0,0,0,0
Brodric Thomas,Brodric Thomas,462629,1576305,0,0,0,0
David Duke,David Duke Jr,462629,1576305,0,0,0,0
Kessler Edwards,Kessler Edwards,462629,1576305,0,0,0,0
Arnoldas Kulboka,Arnoldas Kulboka,462629,1576305,0,0,0,0
Scottie Lewis,Scottie Lewis,462629,1576305,0,0,0,0
Tyler Cook,Tyler Cook,462629,1576305,0,0,0,0
RJ Nembhard,RJ Nembhard Jr,462629,1576305,0,0,0,0
Markus Howard,Markus Howard,462629,1576305,0,0,0,0
Jamorko Pickett,Jamorko Pickett,462629,1576305,0,0,0,0
Sean Chris Smith,Chris Smith,462629,1576305,0,0,0,0
Chris Chiozza,Chris Chiozza,462629,1576305,0,0,0,0
Daishen Nix,Daishen Nix,462629,1576305,0,0,0,0
Duane Washington Jr,Duane Washington Jr,462629,1576305,0,0,0,0
Amir Coffey,Amir Coffey,462629,1576305,0,0,0,0
Jay Scrubb,Jay Scrubb,462629,1576305,0,0,0,0
Yves Pons,Yves Pons,462629,1576305,0,0,0,0
Caleb Martin,Caleb Martin,462629,1576305,0,0,0,0
Georgios Kalaitzakis,Georgios Kalaitzakis,462629,0,0,0,0,0
Sandro Mamukelashvili,Sandro Mamukelashvili,462629,1576305,0,0,0,0
Nathan Knight,Nathan Knight,462629,1576305,0,0,0,0
McKinley Wright,McKinley Wright IV,462629,1576305,0,0,0,0
Jose Alvarado,Jose Alvarado,462629,1576305,0,0,0,0
Jericho Sims,Jericho Sims,462629,1576305,0,0,0,0
Paul Watson,Paul Watson,462629,1576305,0,0,0,0
Aaron Wiggins,Aaron Wiggins,462629,1576305,0,0,0,0
Ignas Brazdeikis,Ignas Brazdeikis,462629,1576305,0,0,0,0
Keljin Blevins,Keljin Blevins,462629,1576305,0,0,0,0
Trendon Watford,Trendon Watford,462629,1576305,0,0,0,0
Louis King,Louis King,462629,1576305,0,0,0,0
Neemias Queta,Neemias Queta,462629,1576305,0,0,0,0
Devontae Cacok,Devontae Cacok,462629,1576305,0,0,0,0
Joe Wieskamp,Joe Wieskamp,462629,1576305,0,0,0,0
Justin Champagnie,Justin Champagnie,462629,1576305,0,0,0,0
David Johnson,David Johnson,462629,1576305,0,0,0,0
Trent Forrest,Trent Forrest,462629,1576305,0,0,0,0
Joel Ayayi,Joel Ayayi,462629,1576305,0,0,0,0
Cassius Winston,Cassius Winston,462629,1576305,0,0,0,0
Theo Pinson,Theo Pinson,440710,1576305,0,0,0,0
Charlie Brown,Charlie Brown Jr,431151,1576305,0,0,0,0
Kyle Guy,Kyle Guy,425198,1576305,0,0,0,0
Wenyen Gabriel,Wenyen Gabriel,397520,0,0,0,0,0
James Ennis,James Ennis,386127,0,0,0,0,0
Langston Galloway,Langston Galloway,386127,0,0,0,0,0
Sam Dekker,Sam Dekker,350000,0,0,0,0,0
Quinndary Weatherspoon,Quinndary Weatherspoon,346491,0,0,0,0,0
Brandon Goodwin,Brandon Goodwin,343988,1576305,0,0,0,0
Terry Taylor,Terry Taylor,342984,1576305,0,0,0,0
Malcolm Hill,Malcolm Hill,324373,1576305,0,0,0,0
Justin Jackson,Justin Jackson,308493,0,0,0,0,0
Shaquille Harrison,Shaquille Harrison,308493,0,0,0,0,0
Isaiah Thomas,Isaiah Thomas,303642,0,0,0,0,0
Trevelin Queen,Trevelin Queen,303102,0,0,0,0,0
Myles Powell,Myles Powell,300443,1576305,0,0,0,0
Jontay Porter,Jontay Porter,300000,0,0,0,0,0
Mason Jones,Mason Jones,295125,1576305,0,0,0,0
Eugene Omoruyi,Eugene Omoruyi,281831,0,0,0,0,0
Greg Monroe,Greg Monroe,276038,0,0,0,0,0
Justin Robinson,Justin Robinson,265953,0,0,0,0,0
Tim Frazier,Tim Frazier,257418,0,0,0,0,0
Tyler Johnson,Tyler Johnson,257418,0,0,0,0,0
Cassius Stanley,Cassius Stanley,256734,0,0,0,0,0
Mamadi Diakite,Mamadi Diakite,256734,0,0,0,0,0
Jeff Dowtin,Jeff Dowtin,252585,0,0,0,0,0
Devon Dotson,Devon Dotson,239291,0,0,0,0,0
Marcus Garrett,Marcus Garrett,236632,0,0,0,0,0
Lindell Wigginton,Lindell Wigginton,233973,0,0,0,0,0
Malik Fitts,Malik Fitts,228656,0,0,0,0,0
Jay Huff,Jay Huff,225997,0,0,0,0,0
Aaron Henry,Aaron Henry,223338,0,0,0,0,0
Justin Anderson,Justin Anderson,222914,0,0,0,0,0
Freddie Gillespie,Freddie Gillespie,221156,0,0,0,0,0
JaQuori McLaughlin,JaQuori McLaughlin,220679,0,0,0,0,0
Tacko Fall,Tacko Fall,218021,0,0,0,0,0
Petr Cornelie,Petr Cornelie,218021,0,0,0,0,0
Mychal Mulder,Mychal Mulder,210044,0,0,0,0,0
Luke Kornet,Luke Kornet,205662,0,0,0,0,0
Ryan Arcidiacono,Ryan Arcidiacono,205662,0,0,0,0,0
Damyean Dotson,Damyean Dotson,205662,0,0,0,0,0
DJ Wilson,DJ Wilson,205662,0,0,0,0,0
Norvel Pelle,Norvel Pelle,191860,0,0,0,0,0
Rayjon Tucker,Rayjon Tucker,191860,0,0,0,0,0
Tremont Waters,Tremont Waters,191860,0,0,0,0,0
DeJon Jarreau,DeJon Jarreau,172821,0,0,0,0,0
Dakota Mathias,Dakota Mathias,171156,0,0,0,0,0
Zylan Cheatham,Zylan Cheatham,171156,0,0,0,0,0
Matt Mooney,Matt Mooney,171156,0,0,0,0,0
Daulton Hommes,Daulton Hommes,167504,0,0,0,0,0
Grant Riller,Grant Riller,162186,0,0,0,0,0
Xavier Moon,Xavier Moon,159528,0,0,0,0,0
Joe Johnson,Joe Johnson,151821,0,0,0,0,0
CJ Miles,CJ Miles,151821,0,0,0,0,0
Ersan Ilyasova,Ersan Ilyasova,151821,0,0,0,0,0
Darren Collison,Darren Collison,151821,0,0,0,0,0
Anthony Tolliver,Anthony Tolliver,151821,0,0,0,0,0
Chaundee Brown,Chaundee Brown,146234,0,0,0,0,0
Mario Chalmers,Mario Chalmers,138019,0,0,0,0,0
Brandon Knight,Brandon Knight,137336,0,0,0,0,0
Troy Williams,Troy Williams,122741,0,0,0,0,0
JaVonte Smart,JaVonte Smart,119645,0,0,0,0,0
Nik Stauskas,Nik Stauskas,111457,0,0,0,0,0
Emmanuel Mudiay,Emmanuel Mudiay,111457,0,0,0,0,0
Mac McClung,Mac McClung,106352,0,0,0,0,0
Carlik Jones,Carlik Jones,106352,0,0,0,0,0
Olivier Sarr,Olivier Sarr,106352,0,0,0,0,0
Hassani Gravett,Hassani Gravett,106352,0,0,0,0,0
Paris Bass,Paris Bass,106352,0,0,0,0,0
Jordan Bell,Jordan Bell,102831,0,0,0,0,0
Cheick Diallo,Cheick Diallo,102831,0,0,0,0,0
Derrick Walton,Derrick Walton,95930,0,0,0,0,0
DaQuan Jeffries,DaQuan Jeffries,95930,0,0,0,0,0
Justin James,Justin James,95930,0,0,0,0,0
Jaylen Hoard,Jaylen Hoard,95930,0,0,0,0,0
Scotty Hopson,Scotty Hopson,95930,0,0,0,0,0
BJ Johnson,BJ Johnson,95930,0,0,0,0,0
Jaylen Morris,Jaylen Morris,95930,0,0,0,0,0
Juwan Morgan,Juwan Morgan,95930,0,0,0,0,0
Demetrius Jackson,Demetrius Jackson,92857,92857,92857,0,0,0
Chris Clemons,Chris Clemons,85578,0,0,0,0,0
Cameron Oliver,Cameron Oliver,85578,0,0,0,0,0
Malik Newman,Malik Newman,85578,0,0,0,0,0
George King,George King,85578,0,0,0,0,0
Nate Hinton,Nate Hinton,85578,0,0,0,0,0
Jemerrio Jones,Jemerrio Jones,85578,0,0,0,0,0
Haywood Highsmith,Haywood Highsmith,85578,0,0,0,0,0
Emanuel Terry,Emanuel Terry,85578,0,0,0,0,0
Reggie Perry,Reggie Perry,85578,0,0,0,0,0
Anthony Lamb,Anthony Lamb,85578,0,0,0,0,0
Anthony Barber,Anthony Barber,53176,0,0,0,0,0
Malik Ellison,Malik Ellison,53176,0,0,0,0,0
Justin Tillman,Justin Tillman,53176,0,0,0,0,0
Tre Scott,Tre Scott,53176,0,0,0,0,0
Jaysean Paige,Jaysean Paige,53176,0,0,0,0,0
Trayvon Palmer,Trayvon Palmer,53176,0,0,0,0,0
Micah Potter,Micah Potter,53176,0,0,0,0,0
Ahmad Caver,Ahmad Caver,53176,0,0,0,0,0
Moses Wright,Moses Wright,53176,0,0,0,0,0
Shaq Buchanan,Shaq Buchanan,53176,0,0,0,0,0
Jon Teske,Jon Teske,53176,0,0,0,0,0
Aric Holman,Aric Holman,53176,0,0,0,0,0
Javin DeLaurier,Javin DeLaurier,53176,0,0,0,0,0
Feron Hunt,Feron Hunt,53176,0,0,0,0,0
Tyler Hall,Tyler Hall,53176,0,0,0,0,0
Rob Edwards,Rob Edwards,53176,0,0,0,0,0
Aleem Ford,Aleem Ford,53176,0,0,0,0,0
Braxton Key,Braxton Key,53176,0,0,0,0,0
MJ Walker,MJ Walker,53176,0,0,0,0,0
Jarron Cumberland,Jarron Cumberland,53176,0,0,0,0,0
Cameron McGriff,Cameron McGriff,53176,0,0,0,0,0
Brandon Williams,Brandon Williams,53176,0,0,0,0,0
Ade Murkey,Ade Murkey,53176,0,0,0,0,0
Jaime Echenique,Jaime Echenique,53176,0,0,0,0,0
Jordan Goodwin,Jordan Goodwin,53176,0,0,0,0,0
Jordan Schakel,Jordan Schakel,53176,0,0,0,0,0
Craig Sword,Craig Sword,53176,0,0,0,0,0
Jared Harper,Jared Harper,50517,0,0,0,0,0